COLUMN_0
26574.4813
2534.7861
26545.8434
14205.3955
16971.5451
26459.48
11907.0187
27445.9685
14400.3603
8096.5958
22494.681
19266.0396
21825.9096
23851.7029
19593.7245
6740.2745
9273.8066
13866.1341
20781.7995
7080.4775
20340.4625
28911.7078
28401.7619
22499.4833
7268.7749
6104.3743
5657.1631
7004.494
27445.9685
16839.5922
10225.3345
9676.8571
9043.3033
6660.0343
9551.4138
26545.8434
23851.7029
23851.7029
23851.7029
4391.4138
26459.48
14551.3228
26545.8434
22871.6433
4336.8206
26280.0313
12781.5369
12490.0293
15861.4529
5657.1631
7163.1436
24008.089
13885.5415
13781.44
10651.3146
9273.8066
6805.1883
11907.0187
253.9414
9676.8571
4688.8043
19500.7573
2534.7861
12490.0293
2534.7861
26545.8434
16575.8588
19266.0396
1870.6604
7988.5838
26545.8434
23622.2967
2593.9181
23851.7029
1725.1801
23788.3814
21263.6994
28030.0278
23851.7029
23851.7029
24510.5374
965.6761
16539.0462
23497.6736
26545.8434
18310.7747
24661.5795
5614.7132
10651.3146
2564.6902
5961.985
26545.8434
26459.48
19673.0431
8331.7503
4058.9937
20216.617
13885.5415
16105.4314
9570.5584
24008.089
18877.7941
20866.3283
8757.8259
17780.1531
8657.6298
28398.1542
20216.617
2943.5439
7108.6998
2534.7861
5243.8946
23851.7029
22662.329
10651.3146
12710.6401
11931.9679
20220.4237
17974.8783
12842.1299
13885.5415
23788.3814
23851.7029
12781.5369
18560.5122
23851.7029
23497.6736
8629.6321
8578.6056
9877.2796
28398.1542
22494.681
6740.2745
25355.5431
27964.3297
8096.5958
2943.5439
21263.6994
24221.3592
360.7705
17130.844
12781.5369
1725.1801
25051.5793
1783.2524
6740.2745
19961.7911
10267.5812
28398.1542
9134.221
23851.7029
23851.7029
23851.7029
24510.5374
14613.8954
20220.4237
2943.5439
16782.8921
17576.9981
4688.8043
3481.1234
21825.9096
28175.5612
4472.5762
6470.1952
26545.8434
22499.4833
14551.3228
27449.1005
28398.1542
18560.5122
25834.7519
13027.5683
22494.681
24375.6319
23851.7029
26545.8434
1797.6904
14205.3955
6740.2745
11785.726
24238.7876
22662.329
4391.4138
965.6761
2534.7861
23851.7029
16369.7124
3194.8621
26545.8434
24221.3592
1776.0702
15783.4787
3194.8621
21021.2482
4755.4277
23439.108
28366.2126
12771.0782
13701.9679
28401.7619
15364.674
5961.985
2534.7861
17576.9981
6805.1883
25217.3897
16575.8588
13885.5415
23642.7143
16575.8588
2534.7861
840.7802
26574.4813
253.9414
27284.5211
19014.1492
5360.5235
6660.0343
26633.3643
16539.0462
7205.0537
15916.3236
5880.3437
23746.5471
21235.7259
20781.7995
19266.0396
16575.8588
6399.6221
2564.6902
21923.0914
26545.8434
23622.2967
1580.7794
18292.58
7004.494
26545.8434
14458.2479
23851.7029
26545.8434
16784.2356
4336.8206
6863.4983
22499.4833
6470.1952
2643.9477
4688.8043
16577.1865
13866.1341
16784.2356
2534.7861
22871.6433
8082.4707
11931.9679
20781.7995
5880.3437
14829.4201
26465.0554
5239.9469
10651.3146
22859.0882
21825.9096
22859.0882
26545.8434
28911.7078
26545.8434
5044.2996
9134.221
4691.3682
28398.1542
4391.4138
5124.1381
13822.8146
28907.6772
4658.0564
9248.4567
5124.1381
24755.0338
11294.2516
2534.7861
11629.5349
2534.7861
25717.651
25327.8916
8049.1689
3564.575
8629.6321
19014.1492
2657.0793
19266.0396
12448.235
26545.8434
23851.7029
9551.4138
6440.5187
4472.5762
14162.3829
23332.9653
16782.8921
23851.7029
23851.7029
13837.3656
2643.9477
2943.5439
2870.2162
26545.8434
2534.7861
6470.1952
9043.3033
15364.674
22078.6227
2613.8277
14551.3228
8757.8259
5044.2996
14551.3228
22499.4833
21630.3665
9027.0591
2534.7861
2534.7861
20603.1925
13885.5415
15916.3236
11907.0187
23851.7029
23851.7029
23851.7029
7268.7749
5614.7132
22494.681
7080.4775
13284.7369
26545.8434
6470.1952
7268.7749
16105.4314
17780.1531
27514.6031
17974.8783
26545.8434
6399.6221
360.7705
2534.7861
2534.7861
13284.7369
20531.3822
6737.6501
12682.0607
24510.5374
2534.7861
14162.3829
11921.9344
23788.3814
25327.8916
17231.433
1374.4954
1870.6604
5961.985
11294.2516
17755.5873
5044.2996
26545.8434
13822.8146
18310.7747
15364.674
21409.7698
16369.7124
22871.6433
27445.9685
7080.4775
9570.5584
26545.8434
247.4341
27445.9685
10612.9607
21923.0914
2534.7861
8578.6056
1797.6904
10651.3146
12490.0293
13027.5683
21630.3665
6104.3743
965.6761
4391.4138
2534.7861
965.6761
9027.0591
23746.5471
23851.7029
26399.4013
2534.7861
11403.8617
7287.8781
17780.1531
15364.674
12771.0782
23642.7143
16105.4314
23851.7029
15783.4787
16782.8921
13885.5415
26574.4813
23580.1598
9027.0591
1776.0702
12682.0607
21409.7698
19015.1126
23851.7029
23851.7029
23851.7029
2534.7861
13885.5415
4391.4138
2534.7861
23851.7029
23851.7029
23851.7029
16575.8588
21923.0914
21263.6994
10225.3345
9572.0659
21630.3665
2534.7861
965.6761
14400.3603
21630.3665
10225.3345
22871.6433
23851.7029
21045.3729
4688.8043
16971.5451
253.9414
10267.5812
8331.7503
4391.4138
24510.5374
24755.0338
25327.8916
2534.7861
23439.108
25934.0263
9273.8066
18292.58
10349.7775
2534.7861
21533.087
9570.5584
23851.7029
23851.7029
2613.8277
18578.7973
3194.8621
23851.7029
23851.7029
10078.1919
12374.5757
26545.8434
23746.5471
27891.3966
27445.9685
26545.8434
5360.5235
2534.7861
2790.1428
12628.0803
6863.4983
14551.3228
6470.1952
12682.0607
28401.7619
2534.7861
12628.0803
7825.4662
26459.48
14019.9367
11785.726
27284.5211
17576.9981
6863.4983
11997.2051
21923.0914
26980.3677
27307.9366
15916.3236
17974.8783
22662.329
16245.9506
23439.108
18578.7973
4691.3682
5239.9469
19184.0224
18877.7941
25327.8916
25355.5431
3564.575
9248.4567
4391.4138
23851.7029
24755.0338
27711.9563
28398.1542
27711.9563
6104.3743
12628.0803
26545.8434
22859.0882
21021.2482
17974.8783
13885.5415
21533.087
4336.8206
26545.8434
22078.6227
26545.8434
1321.0613
18636.162
8197.5554
16575.8588
23788.3814
14019.9367
12842.1299
11931.9679
1580.7794
15156.204
26545.8434
1776.0702
1776.0702
13822.8146
7108.6998
23851.7029
26545.8434
20603.1925
6706.943
3194.8621
6863.4983
28398.1542
18310.7747
1962.8192
10992.6442
27514.6031
2534.7861
20432.4516
2534.7861
2534.7861
9877.2796
15156.204
5360.5235
